"learner_id","country","region","job_role","industry","background","r_experience_level","week","study_hours","lessons_completed","confidence_score","pre_assessment_score","project_score","completion_status","first_script_completed","used_rstudio","used_quarto","used_git","used_renv","preferred_learning_mode","monthly_income_band","manager_support","payment_probability_score","high_project_score","score_gap","study_band"
"L0266","South Korea","Africa","Engineer","Finance","Excel","Intermediate",7,23.6,14,65,43,100,"Dropped",FALSE,TRUE,FALSE,FALSE,FALSE,"Instructor-Led","High",TRUE,18.6,TRUE,57,"High study time"
"L0267","Norway","North America","Analyst","Healthcare","Manual Reporting","Advanced",4,11.2,25,58,49,96.6,"Dropped",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Upper-Middle",FALSE,22.1,TRUE,47.6,"High study time"
"L0268","Singapore","Asia","Analyst","Tech","Excel","Beginner",6,10.9,44,74,45,70.45,"Completed",FALSE,FALSE,FALSE,TRUE,TRUE,"Hybrid","High",FALSE,20.4,FALSE,25.45,"High study time"
"L0269","United States","Europe","Clerk","Retail","Power Bi","Intermediate",12,13.7,31,88,70,60.85,"Completed",TRUE,FALSE,TRUE,TRUE,FALSE,"Instructor-Led","High",TRUE,24.2,FALSE,-9.15,"High study time"
"L0270","Switzerland","Europe","Consultant","Government","Spreadsheet","Beginner",7,9.4,39,47,76,82.7,"Paused",FALSE,TRUE,TRUE,TRUE,TRUE,"Hybrid","High",TRUE,19.7,TRUE,6.7,"High study time"
"L0271","Brazil","North America","Consultant","Healthcare","Spreadsheet","Beginner",12,15.7,41,69,28,92.85,"Paused",FALSE,TRUE,FALSE,TRUE,TRUE,"Hybrid","High",FALSE,8.9,TRUE,64.85,"High study time"
"L0273","Ireland","Oceania","Student","Government","Spreadsheet","Intermediate",11,12.6,35,50,20,98.3,"In Progress",FALSE,FALSE,FALSE,FALSE,FALSE,"Self-Paced","High",TRUE,25.8,TRUE,78.3,"High study time"
"L0274","United Kingdom","Asia","Analyst","Education","Google Sheets","Intermediate",7,4.3,10,86,24,100,"Paused",FALSE,TRUE,FALSE,FALSE,TRUE,"Hybrid","Low",TRUE,24.9,TRUE,76,"Moderate study time"
"L0275","Australia","North America","Clerk","Retail","Power Bi","Beginner",2,14.3,39,58,70,91.15,"Paused",FALSE,FALSE,TRUE,FALSE,FALSE,"Instructor-Led","Low",FALSE,15.9,TRUE,21.15,"High study time"
"L0276","France","North America","Analyst","Government","Spreadsheet","Intermediate",4,11.1,20,62,36,83.55,"Dropped",TRUE,TRUE,TRUE,FALSE,FALSE,"Hybrid","Lower-Middle",FALSE,14.1,TRUE,47.55,"High study time"
"L0277","Mexico","South America","Analyst","Government","Google Sheets","Beginner",12,18.2,10,62,39,67.1,"Completed",TRUE,FALSE,TRUE,TRUE,FALSE,"Hybrid","High",TRUE,7.6,FALSE,28.1,"High study time"
"L0278","Switzerland","Europe","Clerk","Education","Google Sheets","Beginner",10,7.7,7,71,35,65.85,"In Progress",FALSE,TRUE,FALSE,FALSE,TRUE,"Hybrid","Upper-Middle",TRUE,19.7,FALSE,30.85,"Moderate study time"
"L0279","Ireland","Asia","Clerk","Finance","Manual Reporting","Beginner",11,7.2,7,48,23,58.6,"Completed",FALSE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","High",TRUE,25.8,FALSE,35.6,"Moderate study time"
"L0280","China","North America","Student","Education","Excel","Intermediate",4,17.3,37,58,58,97.65,"In Progress",TRUE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","Lower-Middle",FALSE,16.5,TRUE,39.65,"High study time"
"L0281","Australia","North America","Manager","Tech","Google Sheets","Beginner",8,12.5,34,90,50,98.25,"In Progress",FALSE,TRUE,TRUE,TRUE,TRUE,"Hybrid","High",FALSE,15.9,TRUE,48.25,"High study time"
"L0282","Ireland","Oceania","Analyst","Tech","Manual Reporting","Beginner",4,5,41,85,43,92.5,"Paused",TRUE,TRUE,TRUE,TRUE,TRUE,"Self-Paced","Lower-Middle",TRUE,25.8,TRUE,49.5,"Moderate study time"
"L0283","Singapore","Oceania","Consultant","Healthcare","Spreadsheet","Beginner",3,14.8,9,76,36,100,"In Progress",TRUE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","Upper-Middle",FALSE,20.4,TRUE,64,"High study time"
"L0284","Denmark","Oceania","Engineer","Tech","Excel","Intermediate",1,8.7,14,43,25,95.35,"Dropped",TRUE,TRUE,TRUE,TRUE,TRUE,"Instructor-Led","Upper-Middle",FALSE,23.5,TRUE,70.35,"High study time"
"L0285","United States","South America","Consultant","Finance","Manual Reporting","Beginner",5,13.6,24,80,37,62.8,"In Progress",FALSE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","Lower-Middle",FALSE,24.2,FALSE,25.8,"High study time"
"L0286","Singapore","South America","Manager","Government","Ms Excel","Beginner",2,16.2,21,65,46,100,"In Progress",TRUE,TRUE,TRUE,FALSE,FALSE,"Hybrid","Low",FALSE,20.4,TRUE,54,"High study time"
"L0287","United States","Oceania","Consultant","Retail","Spreadsheet","Intermediate",6,11.9,37,43,23,88.95,"Completed",TRUE,TRUE,FALSE,TRUE,FALSE,"Instructor-Led","Lower-Middle",TRUE,24.2,TRUE,65.95,"High study time"
"L0288","Denmark","Oceania","Analyst","Finance","Excel","Intermediate",7,14.4,7,84,63,88.2,"Paused",FALSE,FALSE,TRUE,TRUE,FALSE,"Hybrid","High",FALSE,23.5,TRUE,25.2,"High study time"
"L0289","United States","North America","Student","Education","Spreadsheet","Advanced",11,18.4,43,47,75,67.2,"In Progress",FALSE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","Upper-Middle",TRUE,24.2,FALSE,-7.8,"High study time"
"L0291","Norway","North America","Student","Government","Ms Excel","Beginner",10,8.5,34,58,40,64.25,"Dropped",TRUE,TRUE,TRUE,FALSE,TRUE,"Hybrid","Low",FALSE,22.1,FALSE,24.25,"High study time"
"L0292","Ireland","North America","Analyst","Education","Manual Reporting","Beginner",5,14.5,37,51,70,85.25,"Completed",TRUE,FALSE,TRUE,TRUE,TRUE,"Instructor-Led","Lower-Middle",FALSE,25.8,TRUE,15.25,"High study time"
"L0293","Ireland","Oceania","Student","Healthcare","Ms Excel","Intermediate",12,12.7,25,94,61,95.35,"Dropped",FALSE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","Low",FALSE,25.8,TRUE,34.35,"High study time"
"L0295","France","South America","Student","Education","Spreadsheet","Beginner",1,13.7,35,61,75,64.85,"Completed",TRUE,TRUE,FALSE,TRUE,TRUE,"Hybrid","Low",TRUE,14.1,FALSE,-10.15,"High study time"
"L0296","Netherlands","Asia","Student","Tech","Manual Reporting","Beginner",12,12.9,6,67,76,100,"Completed",TRUE,FALSE,FALSE,FALSE,TRUE,"Self-Paced","Low",FALSE,13.4,TRUE,24,"High study time"
"L0297","Nigeria","Asia","Consultant","Tech","Spreadsheet","Intermediate",8,14.1,12,92,26,64.05,"Paused",TRUE,TRUE,TRUE,TRUE,TRUE,"Hybrid","High",TRUE,4.1,FALSE,38.05,"High study time"
"L0298","Ireland","Africa","Manager","Education","Excel","Beginner",10,7.1,41,NA,42,88.55,"Paused",TRUE,FALSE,TRUE,FALSE,TRUE,"Instructor-Led","High",TRUE,25.8,TRUE,46.55,"Moderate study time"
"L0299","Ireland","North America","Analyst","Tech","Manual Reporting","Intermediate",10,13.7,15,81,44,98.85,"Completed",FALSE,TRUE,FALSE,TRUE,FALSE,"Instructor-Led","Low",TRUE,25.8,TRUE,54.85,"High study time"
"L0300","Netherlands","North America","Manager","Finance","Power Bi","Beginner",9,19.9,42,87,60,97.95,"Dropped",FALSE,TRUE,FALSE,FALSE,FALSE,"Self-Paced","Lower-Middle",FALSE,13.4,TRUE,37.95,"High study time"
"L0302","United States","Asia","Analyst","Government","Excel","Intermediate",5,10.3,33,67,31,83.15,"Completed",TRUE,FALSE,TRUE,FALSE,FALSE,"Hybrid","High",FALSE,24.2,TRUE,52.15,"High study time"
"L0303","Australia","South America","Consultant","Finance","Excel","Beginner",6,14.1,24,54,23,77.05,"Completed",TRUE,TRUE,FALSE,FALSE,FALSE,"Self-Paced","Lower-Middle",TRUE,15.9,FALSE,54.05,"High study time"
"L0304","France","Africa","Manager","Finance","Spreadsheet","Beginner",10,17.1,26,57,44,58.55,"In Progress",TRUE,TRUE,TRUE,TRUE,FALSE,"Instructor-Led","Upper-Middle",FALSE,14.1,FALSE,14.55,"High study time"
"L0305","China","Asia","Student","Tech","Ms Excel","Intermediate",4,11.8,20,95,73,80.9,"In Progress",FALSE,TRUE,FALSE,TRUE,TRUE,"Self-Paced","Low",FALSE,16.5,TRUE,7.90000000000001,"High study time"
"L0306","Switzerland","South America","Manager","Tech","Spreadsheet","Beginner",6,14.1,14,98,29,71.05,"Completed",FALSE,TRUE,TRUE,FALSE,TRUE,"Instructor-Led","High",TRUE,19.7,FALSE,42.05,"High study time"
"L0307","United Kingdom","Europe","Analyst","Tech","Excel","Intermediate",5,10.2,10,84,63,68.1,"Completed",TRUE,TRUE,TRUE,TRUE,FALSE,"Self-Paced","Upper-Middle",TRUE,24.9,FALSE,5.09999999999999,"High study time"
"L0308","United States","North America","Clerk","Retail","Excel","Beginner",9,9.4,32,62,72,95.7,"In Progress",TRUE,FALSE,TRUE,TRUE,TRUE,"Instructor-Led","Low",TRUE,24.2,TRUE,23.7,"High study time"
"L0309","Germany","Oceania","Analyst","Retail","Power Bi","Intermediate",3,10.1,16,69,28,92.05,"Dropped",FALSE,TRUE,TRUE,FALSE,FALSE,"Hybrid","Low",FALSE,21.8,TRUE,64.05,"High study time"
"L0310","Switzerland","Asia","Student","Retail","Spreadsheet","Beginner",7,17.3,21,NA,24,78.65,"Completed",TRUE,TRUE,TRUE,TRUE,FALSE,"Self-Paced","High",TRUE,19.7,FALSE,54.65,"High study time"
"L0312","Switzerland","Africa","Student","Finance","Excel","Intermediate",4,7.5,39,86,64,93.75,"Completed",FALSE,FALSE,TRUE,TRUE,FALSE,"Hybrid","Lower-Middle",TRUE,19.7,TRUE,29.75,"Moderate study time"
"L0313","France","South America","Engineer","Healthcare","Spreadsheet","Intermediate",6,12.7,25,56,24,80.35,"Dropped",FALSE,TRUE,TRUE,TRUE,FALSE,"Hybrid","Lower-Middle",TRUE,14.1,TRUE,56.35,"High study time"
"L0314","United States","South America","Student","Education","Power Bi","Beginner",5,13.8,21,60,35,65.9,"Dropped",TRUE,FALSE,FALSE,TRUE,FALSE,"Self-Paced","Lower-Middle",FALSE,24.2,FALSE,30.9,"High study time"
"L0316","Netherlands","Asia","Engineer","Tech","Ms Excel","Beginner",5,13,10,97,29,86.5,"Completed",FALSE,FALSE,TRUE,TRUE,FALSE,"Self-Paced","High",TRUE,13.4,TRUE,57.5,"High study time"
"L0317","Netherlands","Asia","Student","Retail","Spreadsheet","Beginner",2,10.3,18,83,49,83.15,"Completed",TRUE,TRUE,TRUE,TRUE,FALSE,"Self-Paced","Upper-Middle",FALSE,13.4,TRUE,34.15,"High study time"
"L0318","Denmark","North America","Manager","Tech","Spreadsheet","Beginner",4,4.8,34,47,76,67.4,"In Progress",TRUE,FALSE,FALSE,TRUE,FALSE,"Hybrid","High",TRUE,23.5,FALSE,-8.59999999999999,"Moderate study time"
"L0319","Singapore","North America","Clerk","Healthcare","Spreadsheet","Beginner",3,14.9,37,NA,21,91.45,"Dropped",TRUE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","Lower-Middle",FALSE,20.4,TRUE,70.45,"High study time"
"L0320","Brazil","North America","Student","Retail","Manual Reporting","Beginner",6,9.9,14,50,53,67.95,"Completed",TRUE,TRUE,FALSE,TRUE,TRUE,"Instructor-Led","Upper-Middle",FALSE,8.9,FALSE,14.95,"High study time"
"L0321","Brazil","North America","Student","Finance","Power Bi","Beginner",1,6,38,50,77,57,"Completed",TRUE,FALSE,FALSE,TRUE,FALSE,"Instructor-Led","High",TRUE,8.9,FALSE,-20,"Moderate study time"
"L0322","Norway","North America","Clerk","Healthcare","Manual Reporting","Beginner",6,20.5,38,NA,58,81.25,"In Progress",FALSE,TRUE,FALSE,TRUE,TRUE,"Self-Paced","Upper-Middle",FALSE,22.1,TRUE,23.25,"High study time"
"L0323","United Kingdom","Asia","Consultant","Government","Google Sheets","Beginner",3,15.2,26,44,54,81.6,"In Progress",FALSE,TRUE,TRUE,TRUE,FALSE,"Hybrid","Lower-Middle",FALSE,24.9,TRUE,27.6,"High study time"
"L0324","Canada","Africa","Analyst","Government","Power Bi","Beginner",6,16.7,7,44,55,100,"Completed",FALSE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","High",TRUE,17.2,TRUE,45,"High study time"
"L0325","Ireland","Europe","Clerk","Retail","Spreadsheet","Intermediate",7,12.6,30,99,25,75.3,"Completed",TRUE,FALSE,FALSE,TRUE,FALSE,"Instructor-Led","High",TRUE,25.8,FALSE,50.3,"High study time"
"L0326","United States","Europe","Analyst","Finance","Spreadsheet","Beginner",6,2.4,24,84,65,79.2,"In Progress",FALSE,TRUE,TRUE,FALSE,FALSE,"Self-Paced","Upper-Middle",FALSE,24.2,FALSE,14.2,"Low study time"
"L0327","Nigeria","Africa","Engineer","Finance","Google Sheets","Advanced",10,9.4,29,72,28,87.7,"In Progress",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Upper-Middle",TRUE,4.1,TRUE,59.7,"High study time"
"L0328","United States","Europe","Student","Tech","Google Sheets","Beginner",4,6.1,33,75,76,82.05,"Completed",TRUE,FALSE,FALSE,FALSE,TRUE,"Instructor-Led","Low",FALSE,24.2,TRUE,6.05,"Moderate study time"
"L0329","Norway","Europe","Student","Finance","Ms Excel","Intermediate",5,10.1,29,58,68,83.05,"In Progress",TRUE,TRUE,TRUE,TRUE,TRUE,"Self-Paced","Lower-Middle",TRUE,22.1,TRUE,15.05,"High study time"
"L0330","Indonesia","Asia","Clerk","Finance","Power Bi","Beginner",8,13.1,25,86,51,100,"In Progress",FALSE,FALSE,FALSE,FALSE,TRUE,"Self-Paced","Low",FALSE,6.8,TRUE,49,"High study time"
"L0331","China","Europe","Analyst","Healthcare","Excel","Beginner",8,14.1,34,68,39,84.05,"Completed",TRUE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","High",TRUE,16.5,TRUE,45.05,"High study time"
"L0332","Norway","North America","Clerk","Tech","Excel","Beginner",3,12.3,11,87,73,75.15,"Completed",TRUE,TRUE,FALSE,FALSE,TRUE,"Self-Paced","High",FALSE,22.1,FALSE,2.15000000000001,"High study time"
"L0333","France","Asia","Analyst","Tech","Manual Reporting","Intermediate",10,6.3,45,59,75,76.15,"Paused",FALSE,FALSE,TRUE,TRUE,TRUE,"Instructor-Led","High",FALSE,14.1,FALSE,1.15000000000001,"Moderate study time"
"L0335","Norway","Oceania","Clerk","Government","Manual Reporting","Beginner",4,9,21,91,30,56.5,"In Progress",FALSE,TRUE,TRUE,TRUE,FALSE,"Hybrid","Lower-Middle",TRUE,22.1,FALSE,26.5,"High study time"
"L0336","Switzerland","Asia","Engineer","Education","Google Sheets","Beginner",2,3.6,12,55,64,63.8,"In Progress",TRUE,FALSE,TRUE,FALSE,FALSE,"Instructor-Led","Lower-Middle",TRUE,19.7,FALSE,-0.200000000000003,"Low study time"
"L0337","Canada","Oceania","Analyst","Retail","Spreadsheet","Beginner",10,6.4,40,86,61,92.2,"Completed",TRUE,TRUE,TRUE,FALSE,FALSE,"Self-Paced","Upper-Middle",FALSE,17.2,TRUE,31.2,"Moderate study time"
"L0338","China","North America","Analyst","Finance","Spreadsheet","Beginner",5,15.2,43,88,60,97.6,"Completed",FALSE,FALSE,FALSE,TRUE,TRUE,"Hybrid","Lower-Middle",FALSE,16.5,TRUE,37.6,"High study time"
"L0339","China","Africa","Student","Government","Google Sheets","Intermediate",9,13.2,9,99,72,75.6,"In Progress",TRUE,TRUE,TRUE,TRUE,TRUE,"Instructor-Led","Lower-Middle",FALSE,16.5,FALSE,3.59999999999999,"High study time"
"L0340","Nigeria","Africa","Manager","Tech","Ms Excel","Intermediate",8,8.8,21,89,54,58.4,"Completed",TRUE,FALSE,TRUE,TRUE,TRUE,"Instructor-Led","Lower-Middle",TRUE,4.1,FALSE,4.4,"High study time"
"L0342","Ireland","Oceania","Manager","Healthcare","Manual Reporting","Beginner",5,14.4,36,48,53,81.2,"In Progress",FALSE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","Upper-Middle",TRUE,25.8,TRUE,28.2,"High study time"
"L0343","Japan","Asia","Consultant","Tech","Power Bi","Beginner",1,14.3,9,62,58,67.15,"Completed",TRUE,TRUE,TRUE,TRUE,FALSE,"Instructor-Led","Lower-Middle",FALSE,17.9,FALSE,9.15000000000001,"High study time"
"L0345","Switzerland","Oceania","Manager","Finance","Manual Reporting","Intermediate",6,9,42,81,34,85.5,"Completed",FALSE,TRUE,FALSE,FALSE,TRUE,"Self-Paced","Lower-Middle",FALSE,19.7,TRUE,51.5,"High study time"
"L0346","Singapore","South America","Engineer","Tech","Spreadsheet","Beginner",3,6.3,16,48,36,98.15,"In Progress",FALSE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","Upper-Middle",TRUE,20.4,TRUE,62.15,"Moderate study time"
"L0347","Nigeria","Europe","Consultant","Government","Spreadsheet","Beginner",5,9.7,21,97,76,100,"Completed",TRUE,TRUE,TRUE,FALSE,TRUE,"Hybrid","High",TRUE,4.1,TRUE,24,"High study time"
"L0348","Singapore","South America","Student","Tech","Ms Excel","Intermediate",12,10.5,35,70,72,78.25,"Paused",FALSE,FALSE,FALSE,TRUE,TRUE,"Instructor-Led","Low",FALSE,20.4,FALSE,6.25,"High study time"
"L0349","Denmark","Oceania","Analyst","Healthcare","Power Bi","Beginner",4,8.3,17,49,62,76.15,"Dropped",TRUE,FALSE,TRUE,FALSE,FALSE,"Hybrid","Upper-Middle",FALSE,23.5,FALSE,14.15,"High study time"
"L0350","China","South America","Consultant","Tech","Excel","Beginner",10,7.8,9,NA,46,53.9,"Completed",TRUE,TRUE,TRUE,FALSE,TRUE,"Instructor-Led","High",TRUE,16.5,FALSE,7.9,"Moderate study time"
"L0351","Ireland","Europe","Analyst","Government","Ms Excel","Beginner",12,16.3,22,70,58,90.15,"Completed",FALSE,FALSE,TRUE,TRUE,TRUE,"Self-Paced","Upper-Middle",TRUE,25.8,TRUE,32.15,"High study time"
"L0352","Mexico","Europe","Analyst","Education","Power Bi","Advanced",5,9.9,43,99,73,100,"In Progress",TRUE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","High",FALSE,7.6,TRUE,27,"High study time"
"L0353","Japan","Africa","Manager","Education","Manual Reporting","Beginner",2,13.4,41,61,59,60.7,"Dropped",TRUE,FALSE,FALSE,FALSE,FALSE,"Hybrid","Upper-Middle",TRUE,17.9,FALSE,1.7,"High study time"
"L0354","United Kingdom","Europe","Manager","Tech","Power Bi","Beginner",6,13,34,82,41,69.5,"Completed",FALSE,FALSE,TRUE,FALSE,TRUE,"Hybrid","Lower-Middle",TRUE,24.9,FALSE,28.5,"High study time"
"L0355","China","North America","Analyst","Finance","Google Sheets","Intermediate",6,13.8,11,43,28,65.9,"Completed",TRUE,TRUE,FALSE,FALSE,TRUE,"Self-Paced","Upper-Middle",FALSE,16.5,FALSE,37.9,"High study time"
"L0356","Nigeria","North America","Clerk","Government","Spreadsheet","Intermediate",6,10,32,66,29,93,"Completed",FALSE,FALSE,FALSE,TRUE,TRUE,"Instructor-Led","Upper-Middle",TRUE,4.1,TRUE,64,"High study time"
"L0358","Germany","Europe","Manager","Government","Ms Excel","Intermediate",2,12.6,35,58,76,58.3,"In Progress",TRUE,TRUE,TRUE,FALSE,TRUE,"Hybrid","High",TRUE,21.8,FALSE,-17.7,"High study time"
"L0359","Norway","Africa","Clerk","Finance","Spreadsheet","Beginner",11,16.8,17,47,78,99.4,"In Progress",TRUE,TRUE,FALSE,FALSE,FALSE,"Self-Paced","High",FALSE,22.1,TRUE,21.4,"High study time"
"L0361","United Kingdom","Europe","Analyst","Tech","Google Sheets","Intermediate",9,9.2,24,42,43,82.6,"Completed",FALSE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","Low",TRUE,24.9,TRUE,39.6,"High study time"
"L0362","United Kingdom","Asia","Student","Government","Spreadsheet","Beginner",3,18.5,21,56,73,100,"In Progress",TRUE,FALSE,TRUE,TRUE,TRUE,"Hybrid","High",FALSE,24.9,TRUE,27,"High study time"
"L0363","India","Asia","Student","Healthcare","Ms Excel","Advanced",12,10.9,25,NA,73,79.45,"In Progress",TRUE,TRUE,TRUE,TRUE,FALSE,"Hybrid","High",TRUE,9.7,FALSE,6.45,"High study time"
"L0363","Norway","Africa","Manager","Retail","Spreadsheet","Beginner",6,12.7,23,NA,27,88.35,"In Progress",FALSE,FALSE,TRUE,FALSE,TRUE,"Self-Paced","Low",TRUE,22.1,TRUE,61.35,"High study time"
"L0365","Singapore","Europe","Student","Retail","Manual Reporting","Intermediate",8,18.5,40,74,33,75.25,"Completed",TRUE,TRUE,TRUE,FALSE,FALSE,"Hybrid","Low",FALSE,20.4,FALSE,42.25,"High study time"
"L0365","Australia","Oceania","Engineer","Education","Excel","Beginner",5,13.3,20,74,58,88.65,"Completed",TRUE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","Upper-Middle",TRUE,15.9,TRUE,30.65,"High study time"
"L0367","United Kingdom","Asia","Consultant","Finance","Excel","Beginner",3,14.8,24,86,22,60.4,"In Progress",FALSE,TRUE,FALSE,TRUE,FALSE,"Hybrid","Lower-Middle",TRUE,24.9,FALSE,38.4,"High study time"
"L0368","United States","Africa","Analyst","Tech","Excel","Beginner",11,2.3,41,40,43,92.15,"In Progress",TRUE,TRUE,FALSE,FALSE,FALSE,"Instructor-Led","Lower-Middle",FALSE,24.2,TRUE,49.15,"Low study time"
"L0369","Germany","South America","Consultant","Healthcare","Spreadsheet","Beginner",4,7.1,39,94,33,86.55,"Dropped",TRUE,FALSE,TRUE,FALSE,FALSE,"Instructor-Led","Low",TRUE,21.8,TRUE,53.55,"Moderate study time"
"L0370","Switzerland","North America","Manager","Finance","Excel","Beginner",7,8,30,47,78,58,"In Progress",FALSE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","High",TRUE,19.7,FALSE,-20,"High study time"
"L0370","Germany","Africa","Analyst","Retail","Manual Reporting","Intermediate",10,13.1,20,NA,22,98.55,"In Progress",TRUE,TRUE,FALSE,FALSE,FALSE,"Hybrid","High",FALSE,21.8,TRUE,76.55,"High study time"
"L0372","Singapore","Oceania","Engineer","Finance","Power Bi","Beginner",10,14.5,21,90,74,83.25,"Completed",TRUE,FALSE,FALSE,TRUE,FALSE,"Hybrid","Lower-Middle",FALSE,20.4,TRUE,9.25,"High study time"
"L0373","Brazil","North America","Student","Tech","Google Sheets","Intermediate",6,6.4,22,60,35,73.2,"Dropped",TRUE,FALSE,FALSE,FALSE,TRUE,"Self-Paced","High",TRUE,8.9,FALSE,38.2,"Moderate study time"
"L0374","Germany","Africa","Engineer","Healthcare","Manual Reporting","Intermediate",4,15.2,9,74,63,91.6,"Dropped",TRUE,FALSE,FALSE,TRUE,TRUE,"Self-Paced","Lower-Middle",TRUE,21.8,TRUE,28.6,"High study time"
"L0375","Japan","North America","Clerk","Tech","Google Sheets","Beginner",3,25.8,15,48,33,77.9,"In Progress",FALSE,FALSE,FALSE,FALSE,FALSE,"Hybrid","High",FALSE,17.9,FALSE,44.9,"High study time"
"L0376","Mexico","Europe","Manager","Finance","Excel","Beginner",12,16.1,27,NA,38,100,"In Progress",TRUE,TRUE,TRUE,TRUE,FALSE,"Instructor-Led","Upper-Middle",TRUE,7.6,TRUE,62,"High study time"
"L0377","Australia","Europe","Engineer","Tech","Power Bi","Intermediate",11,8.4,29,74,43,66.2,"Completed",TRUE,FALSE,TRUE,TRUE,TRUE,"Self-Paced","Lower-Middle",FALSE,15.9,FALSE,23.2,"High study time"
"L0380","Mexico","South America","Student","Government","Ms Excel","Beginner",2,18.4,12,95,66,89.2,"Completed",TRUE,FALSE,FALSE,FALSE,TRUE,"Hybrid","Low",TRUE,7.6,TRUE,23.2,"High study time"
"L0381","South Korea","Europe","Manager","Finance","Google Sheets","Intermediate",6,11.5,29,79,76,93.75,"Dropped",FALSE,TRUE,FALSE,TRUE,TRUE,"Hybrid","Lower-Middle",FALSE,18.6,TRUE,17.75,"High study time"
"L0382","Australia","Oceania","Analyst","Retail","Spreadsheet","Beginner",9,10.7,39,63,24,92.35,"Completed",TRUE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","Upper-Middle",TRUE,15.9,TRUE,68.35,"High study time"
"L0383","Singapore","North America","Student","Government","Spreadsheet","Beginner",5,16.3,20,NA,43,100,"Completed",FALSE,TRUE,FALSE,TRUE,FALSE,"Self-Paced","High",FALSE,20.4,TRUE,57,"High study time"
"L0384","Australia","Asia","Student","Retail","Google Sheets","Beginner",1,18.9,8,83,73,100,"Completed",TRUE,FALSE,FALSE,FALSE,TRUE,"Instructor-Led","Lower-Middle",FALSE,15.9,TRUE,27,"High study time"
"L0386","Indonesia","Africa","Engineer","Tech","Google Sheets","Beginner",5,13.2,17,NA,68,100,"Completed",FALSE,FALSE,TRUE,FALSE,FALSE,"Self-Paced","Low",TRUE,6.8,TRUE,32,"High study time"
"L0387","United Kingdom","North America","Consultant","Healthcare","Spreadsheet","Beginner",1,9.6,11,71,49,97.8,"Paused",FALSE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","High",TRUE,24.9,TRUE,48.8,"High study time"
"L0388","Norway","South America","Consultant","Retail","Spreadsheet","Beginner",2,8,15,NA,46,54,"Completed",FALSE,TRUE,FALSE,FALSE,TRUE,"Hybrid","Upper-Middle",FALSE,22.1,FALSE,8,"High study time"
"L0390","United Kingdom","Europe","Consultant","Finance","Excel","Intermediate",11,10.7,15,60,79,80.35,"Completed",FALSE,TRUE,TRUE,FALSE,TRUE,"Hybrid","Low",TRUE,24.9,TRUE,1.34999999999999,"High study time"
"L0391","Nigeria","Oceania","Student","Finance","Manual Reporting","Intermediate",12,14.4,14,89,62,76.2,"Completed",FALSE,TRUE,TRUE,TRUE,FALSE,"Self-Paced","Lower-Middle",FALSE,4.1,FALSE,14.2,"High study time"
"L0392","Norway","Asia","Manager","Education","Power Bi","Intermediate",9,8,15,94,70,83,"In Progress",TRUE,FALSE,TRUE,FALSE,TRUE,"Instructor-Led","Lower-Middle",TRUE,22.1,TRUE,13,"High study time"
"L0393","France","South America","Student","Healthcare","Google Sheets","Beginner",4,13,41,79,61,84.5,"In Progress",FALSE,TRUE,FALSE,FALSE,TRUE,"Instructor-Led","High",TRUE,14.1,TRUE,23.5,"High study time"
"L0395","Ireland","Oceania","Student","Retail","Spreadsheet","Beginner",6,7.5,14,92,24,76.75,"In Progress",TRUE,TRUE,TRUE,FALSE,TRUE,"Self-Paced","Upper-Middle",TRUE,25.8,FALSE,52.75,"Moderate study time"
"L0396","Denmark","Africa","Student","Healthcare","Spreadsheet","Beginner",12,16,10,100,69,70,"Completed",FALSE,TRUE,TRUE,TRUE,TRUE,"Instructor-Led","Upper-Middle",TRUE,23.5,FALSE,1,"High study time"
"L0397","Denmark","South America","Consultant","Finance","Spreadsheet","Beginner",5,9.3,41,71,54,78.65,"Paused",FALSE,TRUE,TRUE,TRUE,FALSE,"Self-Paced","High",FALSE,23.5,FALSE,24.65,"High study time"
"L0398","Ireland","Europe","Clerk","Government","Spreadsheet","Beginner",3,11.8,37,NA,60,97.9,"Paused",FALSE,FALSE,FALSE,FALSE,FALSE,"Instructor-Led","High",TRUE,25.8,TRUE,37.9,"High study time"
"L0399","Ireland","South America","Analyst","Tech","Google Sheets","Beginner",3,7.3,34,96,25,100,"In Progress",FALSE,TRUE,FALSE,FALSE,FALSE,"Self-Paced","High",TRUE,25.8,TRUE,75,"Moderate study time"
