learner_id,learner_name,country,region,job_role,industry,background,excel_years,r_experience_level,enrolment_date,first_login_date,week,study_hours,lessons_completed,confidence_score,pre_assessment_score,project_score,first_script_completed,used_rstudio,used_quarto,used_git,used_renv,preferred_learning_mode,monthly_income_band,completion_status,manager_support,notes,payment_probability_score
L0236,Learner_236, SINGAPORE ,Europe, Clerk ,Finance, MS Excel ,4.6,Beginner,2025-02-28,03/10/2025,11,13.5,28,55,67,NA,Y,TRUE,1,Y,N,Instructor-led,Upper-Middle,Completed,1,Fast learner,20.4
L0237,Learner_237,united kingdom,Asia,Engineer,Retail, power bi ,7.2,Beginner,10/25/2025,10/31/2025,3,13.7,5,90,79,80.85,No,0,TRUE,Yes,0,Self-paced,Lower-Middle,Dropped,No,NA,24.9
L0238,Learner_238,netherlands,Oceania,Consultant, Education ,Spreadsheet,7.1,Intermediate,06 Apr 2025,14 Apr 2025,2,7.4,23,64,64,91.7,No,FALSE,Y,1,Y,Self-paced,High,Completed,No,Fast learner,13.4
L0239,Learner_239, UNITED KINGDOM ,North America, Engineer ,Education,MS Excel,6.5,Beginner,14-07-2025,19-07-2025,8,12.6,29,99,52,100,Yes,Yes,Y,FALSE,1,Instructor-led,Lower-Middle,In Progress,No,Needs support,24.9
L0240,Learner_240,NETHERLANDS,Africa,Student,Tech,Excel,9.2,Beginner,24 Sep 2025,26 Sep 2025,4,10.7,10,NA,45,88.35,0,Y,0,FALSE,1,Instructor-led,Lower-Middle,In Progress,No,Fast learner,13.4
L0241,Learner_241, JAPAN ,South America,Manager,Tech, Power BI ,2,Advanced,28 Apr 2025,2025-05-02,10,12.8,24,69,64,NA,Yes,N,TRUE,N,0,Instructor-led,Lower-Middle,Completed,TRUE,NA,17.9
L0242,Learner_242,china,North America, Engineer ,Finance, Google Sheets ,4.3,Advanced,03-01-2025,2025-01-11,2,11.9,31,NA,71,100,N,0,No,No,0,Self-paced,High,Dropped,No,Needs support,16.5
L0243,Learner_243, UNITED KINGDOM ,Europe, Clerk , Retail ,Excel,0.4,Intermediate,2025-05-04,2025-05-08,2,10.4,18,75,60,76.2,N,1,1,Y,0,Instructor-led,Upper-Middle, Dropped ,No,Good progress,24.9
L0244,Learner_244,china,North America, Analyst ,Finance,Power BI,1.6,Beginner,22 Nov 2025,22-11-2025,8,7.3,15,53,75,58.65,FALSE,0,FALSE,0,Y,Instructor-led,Lower-Middle,In Progress,0,NA,16.5
L0245,Learner_245, NORWAY ,Asia,Clerk, Education ,SpreadSheet,7,Advanced,03/22/2025,26-03-2025,10,8.1,34,88,61,98.05,0,1,N,Y,Y,Instructor-led,High, In Progress ,No,Struggling,22.1
L0246,Learner_246, France ,Asia,Consultant, Retail ,Manual Reporting,7.4,Intermediate,10/30/2025,04-11-2025,5,3.5,34,59,24,59.75,0,1,0,FALSE,1,Hybrid,High,Dropped,Y,Fast learner,14.1
L0247,Learner_247, singapore ,North America,Consultant,Healthcare,Power BI,4.3,Intermediate,2025-09-12,09/20/2025,10,13.1,22,97,58,100,FALSE,No,FALSE,TRUE,N,Self-paced,High,In Progress,N,Fast learner,20.4
L0248,Learner_248,mexico,North America,Manager,Finance,excel,3.5,Beginner,04/22/2025,02 May 2025,12,11.4,5,98,28,81.7,TRUE,Y,FALSE,FALSE,N,Hybrid,Lower-Middle, Dropped ,N,Fast learner,7.6
L0249,Learner_249, MEXICO ,Oceania,Clerk,Healthcare, SpreadSheet ,4.8,Beginner,07/13/2025,NA,1,14.6,13,76,74,69.3,FALSE,No,N,Yes,0,Instructor-led,Low,Completed,0,Good progress,7.6
L0250,Learner_250, FRANCE ,South America,Clerk, Tech ,SpreadSheet,0.2,Intermediate,27 Nov 2025,06-12-2025,6,13.1,26,45,34,80.55,Y,Y,Yes,No,Yes,Hybrid,Upper-Middle,Completed,Yes,Needs support,14.1
L0251,Learner_251,DENMARK,North America,Analyst,Education, Spreadsheet ,8.5,Beginner,18-02-2025,18-02-2025,5,9.3,28,68,36,72.65,TRUE,Yes,FALSE,FALSE,Yes,Instructor-led,Low, In Progress ,TRUE,Good progress,23.5
L0252,Learner_252,Denmark,Asia,Manager,Finance,Spreadsheet,6.5,Intermediate,2025-04-22,05/02/2025,5,9.7,15,74,62,60.85,0,N,0,Y,1,Instructor-led,Upper-Middle,Dropped,Yes,Needs support,23.5
L0253,Learner_253, SOUTH KOREA ,Africa,Engineer,Retail,Spreadsheet,1.9,Beginner,15 Aug 2025,21-08-2025,4,6.8,29,72,78,70.4,FALSE,N,0,Y,No,Hybrid,High,Completed,No,Struggling,18.6
L0254,Learner_254,Denmark,Europe,Student,Tech,Spreadsheet,5.5,Intermediate,24 Jun 2025,28-06-2025,11,8.9,35,77,21,56.45,FALSE,N,TRUE,N,N,Self-paced,Low,In Progress,1,Good progress,23.5
L0255,Learner_255,JAPAN,Africa,Clerk,Government, google sheets ,8.7,Intermediate,08 Apr 2025,04/11/2025,6,21.8,38,74,55,99.9,Yes,N,FALSE,Yes,0,Instructor-led,High,In Progress,Yes,Struggling,17.9
L0256,Learner_256,AUSTRALIA,South America, Engineer , Retail ,Excel,2.3,Intermediate,2025-02-03,NA,7,14.7,13,58,46,73.35,1,Y,1,No,0,Self-paced,Upper-Middle,Completed,0,Good progress,15.9
L0257,Learner_257, united kingdom ,Africa,Manager,Retail,google sheets,3.4,Advanced,2025-08-14,2025-08-19,10,7.1,17,78,40,89.55,1,No,Y,N,Yes,Instructor-led,High,Paused,FALSE,NA,24.9
L0258,Learner_258,Germany,Asia,Engineer, Healthcare , Spreadsheet ,7.8,Beginner,06 Jul 2025,2025-07-12,3,3.2,39,45,24,99.6,No,Yes,FALSE,Y,N,Self-paced,High,Completed,No,NA,21.8
L0259,Learner_259,switzerland,North America,Engineer,Finance,google sheets,2.4,Beginner,2025-10-11,2025-10-16,3,9.6,36,54,75,69.8,0,Yes,No,Yes,N,Instructor-led,Low,In Progress,Yes,Good progress,19.7
L0260,Learner_260,BRAZIL,Europe, Manager ,Education, google sheets ,0.8,Beginner,07/03/2025,07/08/2025,9,13.9,16,61,42,100,TRUE,TRUE,Yes,Yes,Y,Hybrid,Low, In Progress ,0,Good progress,8.9
L0261,Learner_261, INDONESIA ,Oceania,Analyst, Education ,Manual Reporting,4.2,Beginner,05/17/2025,NA,6,13.1,32,64,55,NA,No,1,TRUE,FALSE,Y,Hybrid,Lower-Middle, Dropped ,1,NA,6.8
L0262,Learner_262, INDIA ,Oceania,Analyst,Tech,google sheets,2,Beginner,2026-01-01,2026-01-04,9,9.5,24,100,23,94.75,Yes,FALSE,0,Yes,0,Instructor-led,Upper-Middle,In Progress,FALSE,NA,9.7
L0263,Learner_263,canada,Asia,Consultant,Education, Manual Reporting ,6.5,Intermediate,04-07-2025,11-07-2025,6,9.3,18,43,28,82.65,N,N,TRUE,Y,N,Self-paced,Lower-Middle,Completed,1,NA,17.2
L0264,Learner_264,Mexico,Europe, Analyst , Tech , excel ,6.2,Intermediate,2025-08-17,18-08-2025,4,13.1,37,67,73,59.55,FALSE,1,FALSE,1,1,Hybrid,Upper-Middle,Completed,0,NA,7.6
L0265,Learner_265,JAPAN,Africa,Consultant,Healthcare,SpreadSheet,4.2,Beginner,22-11-2025,30 Nov 2025,3,14.2,36,65,20,81.1,TRUE,TRUE,Y,N,1,Self-paced,Low,Paused,FALSE,Fast learner,17.9
L0266,Learner_266, South Korea ,Africa, Engineer ,Finance, excel ,1.5,Intermediate,12 May 2025,22-05-2025,7,23.6,14,65,43,100,0,1,0,FALSE,0,Instructor-led,High,Dropped,1,Struggling,18.6
L0267,Learner_267, norway ,North America, Analyst ,Healthcare, Manual Reporting ,1.8,Advanced,01 Dec 2025,2025-12-07,4,11.2,25,58,49,96.6,N,FALSE,0,FALSE,FALSE,Hybrid,Upper-Middle,Dropped,N,Fast learner,22.1
L0268,Learner_268,SINGAPORE,Asia, Analyst ,Tech,excel,4.3,Beginner,11/03/2025,04 Nov 2025,6,10.9,44,74,45,70.45,FALSE,0,0,TRUE,1,Hybrid,High, Completed ,FALSE,Fast learner,20.4
L0269,Learner_269,UNITED STATES,Europe,Clerk,Retail,power bi,3.9,Intermediate,2025-04-05,11-04-2025,12,13.7,31,88,70,60.85,TRUE,No,Yes,TRUE,N,Instructor-led,High,Completed,Y,Needs support,24.2
L0270,Learner_270,SWITZERLAND,Europe, Consultant ,Government, spreadsheet ,0.6,Beginner,2025-05-18,27-05-2025,7,9.4,39,47,76,82.7,FALSE,Y,1,Yes,1,Hybrid,High, Paused ,Y,NA,19.7
L0271,Learner_271,BRAZIL,North America, Consultant ,Healthcare,Spreadsheet,0.1,Beginner,24-03-2025,29-03-2025,12,15.7,41,69,28,92.85,No,1,FALSE,Y,Y,Hybrid,High,Paused,No,Fast learner,8.9
L0272,Learner_272,United States,North America,Analyst,Retail,SpreadSheet,8.8,Beginner,2025-11-24,01 Dec 2025,12,6.8,42,86,32,NA,FALSE,1,N,0,0,Self-paced,High,Dropped,N,NA,24.2
L0273,Learner_273,ireland,Oceania,Student,Government, spreadsheet ,3.1,Intermediate,16-02-2025,21-02-2025,11,12.6,35,50,20,98.3,N,N,No,0,0,Self-paced,High,In Progress,TRUE,Fast learner,25.8
L0274,Learner_274,United Kingdom,Asia,Analyst,Education, Google Sheets ,9.6,Intermediate,2025-01-03,NA,7,4.3,10,86,24,100,No,1,N,N,Yes,Hybrid,Low,Paused,Y,Struggling,24.9
L0275,Learner_275,Australia,North America,Clerk, Retail ,power bi,6.8,Beginner,24-10-2025,2025-11-01,2,14.3,39,58,70,91.15,N,FALSE,TRUE,FALSE,No,Instructor-led,Low,Paused,FALSE,Fast learner,15.9
L0276,Learner_276,france,North America,Analyst,Government, Spreadsheet ,8.5,Intermediate,12-05-2025,NA,4,11.1,20,62,36,83.55,1,Y,Y,0,FALSE,Hybrid,Lower-Middle,Dropped,N,Needs support,14.1
L0277,Learner_277,MEXICO,South America,Analyst,Government,Google Sheets,4.3,Beginner,28-06-2025,07/02/2025,12,18.2,10,62,39,67.1,1,FALSE,1,TRUE,N,Hybrid,High,Completed,Yes,NA,7.6
L0278,Learner_278,Switzerland,Europe,Clerk, Education ,Google Sheets,9.3,Beginner,21 May 2025,26 May 2025,10,7.7,7,71,35,65.85,N,TRUE,No,0,Yes,Hybrid,Upper-Middle,In Progress,1,NA,19.7
L0279,Learner_279,IRELAND,Asia,Clerk,Finance, Manual Reporting ,7.5,Beginner,25 Sep 2025,01 Oct 2025,11,7.2,7,48,23,58.6,FALSE,TRUE,0,TRUE,FALSE,Self-paced,High,Completed,TRUE,NA,25.8
L0280,Learner_280,CHINA,North America, Student , Education ,excel,2.8,Intermediate,20 Sep 2025,2025-09-27,4,17.3,37,58,58,97.65,TRUE,0,TRUE,0,1,Self-paced,Lower-Middle,In Progress,N,NA,16.5
L0281,Learner_281,AUSTRALIA,North America, Manager ,Tech,google sheets,6.9,Beginner,13 Jan 2025,01/21/2025,8,12.5,34,90,50,98.25,N,Y,1,1,Y,Hybrid,High,In Progress,No,NA,15.9
L0282,Learner_282, Ireland ,Oceania,Analyst,Tech, Manual Reporting ,9.2,Beginner,05/15/2025,2025-05-19,4,5,41,85,43,92.5,TRUE,Yes,Y,1,1,Self-paced,Lower-Middle,Paused,TRUE,Needs support,25.8
L0283,Learner_283,singapore,Oceania, Consultant ,Healthcare, Spreadsheet ,7.4,Beginner,25-06-2025,2025-06-26,3,14.8,9,76,36,100,Y,Y,Y,FALSE,1,Self-paced,Upper-Middle,In Progress,0,Fast learner,20.4
L0284,Learner_284, Denmark ,Oceania, Engineer , Tech ,Excel,6.7,Intermediate,11-03-2025,21-03-2025,1,8.7,14,43,25,95.35,Yes,Yes,TRUE,Yes,1,Instructor-led,Upper-Middle,Dropped,0,NA,23.5
L0285,Learner_285, UNITED STATES ,South America, Consultant ,Finance,Manual Reporting,7.4,Beginner,2025-07-19,26-07-2025,5,13.6,24,80,37,62.8,No,Y,No,TRUE,0,Self-paced,Lower-Middle,In Progress,N,NA,24.2
L0286,Learner_286, singapore ,South America,Manager,Government,MS Excel,1.1,Beginner,2025-06-30,2025-07-10,2,16.2,21,65,46,100,Y,Yes,1,No,0,Hybrid,Low,In Progress,No,Fast learner,20.4
L0287,Learner_287,UNITED STATES,Oceania,Consultant,Retail,spreadsheet,0.4,Intermediate,13 Oct 2025,21-10-2025,6,11.9,37,43,23,88.95,Yes,Y,No,TRUE,0,Instructor-led,Lower-Middle,Completed,TRUE,Fast learner,24.2
L0288,Learner_288,denmark,Oceania,Analyst,Finance,Excel,3.7,Intermediate,18 Dec 2025,19-12-2025,7,14.4,7,84,63,88.2,0,No,Yes,Y,0,Hybrid,High,Paused,FALSE,NA,23.5
L0289,Learner_289, United States ,North America,Student, Education ,Spreadsheet,5,Advanced,16-08-2025,26 Aug 2025,11,18.4,43,47,75,67.2,No,No,No,TRUE,1,Self-paced,Upper-Middle,In Progress,TRUE,NA,24.2
L0290,Learner_290,canada,South America,Clerk, Healthcare , Power BI ,9.5,Beginner,2025-02-10,20-02-2025,4,9.7,32,97,25,NA,Y,0,N,No,Y,Instructor-led,Low,Completed,Yes,Good progress,17.2
L0291,Learner_291,Norway,North America,Student,Government, MS Excel ,9.5,Beginner,02/19/2025,26 Feb 2025,10,8.5,34,58,40,64.25,1,TRUE,Y,N,TRUE,Hybrid,Low,Dropped,FALSE,Struggling,22.1
L0292,Learner_292, Ireland ,North America, Analyst ,Education, Manual Reporting ,6.4,Beginner,2025-07-25,2025-08-01,5,14.5,37,51,70,85.25,Yes,N,Y,Yes,TRUE,Instructor-led,Lower-Middle, Completed ,No,NA,25.8
L0293,Learner_293,ireland,Oceania,Student,Healthcare,MS Excel,3.2,Intermediate,14-08-2025,08/23/2025,12,12.7,25,94,61,95.35,0,N,FALSE,TRUE,Yes,Self-paced,Low,Dropped,No,NA,25.8
L0294,Learner_294,india,Africa,Analyst,Finance, SpreadSheet ,5.3,Beginner,16-02-2025,2025-02-20,7,12.9,7,48,66,NA,Yes,Y,0,N,No,Self-paced,High,Paused,TRUE,Fast learner,9.7
L0295,Learner_295, France ,South America,Student,Education, Spreadsheet ,6.7,Beginner,20 Sep 2025,29-09-2025,1,13.7,35,61,75,64.85,Y,1,No,TRUE,TRUE,Hybrid,Low, Completed ,TRUE,Fast learner,14.1
L0296,Learner_296, Netherlands ,Asia,Student, Tech ,Manual Reporting,8.6,Beginner,2025-11-19,19-11-2025,12,12.9,6,67,76,100,Yes,0,0,FALSE,TRUE,Self-paced,Low, Completed ,N,Struggling,13.4
L0297,Learner_297, Nigeria ,Asia, Consultant , Tech ,Spreadsheet,5.6,Intermediate,06/10/2025,16 Jun 2025,8,14.1,12,92,26,64.05,Y,TRUE,Yes,Y,Y,Hybrid,High,Paused,TRUE,Needs support,4.1
L0298,Learner_298, ireland ,Africa, Manager ,Education,excel,0.9,Beginner,04/01/2025,04/04/2025,10,7.1,41,NA,42,88.55,Y,No,Y,0,1,Instructor-led,High,Paused,TRUE,NA,25.8
L0299,Learner_299, Ireland ,North America,Analyst,Tech, Manual Reporting ,7.1,Intermediate,08-06-2025,2025-06-14,10,13.7,15,81,44,98.85,FALSE,Y,FALSE,Yes,No,Instructor-led,Low,Completed,TRUE,Good progress,25.8
L0300,Learner_300,NETHERLANDS,North America,Manager,Finance, Power BI ,8.4,Beginner,10/27/2025,10/31/2025,9,19.9,42,87,60,97.95,No,TRUE,0,No,FALSE,Self-paced,Lower-Middle, Dropped ,0,Good progress,13.4
L0301,Learner_301, australia ,Europe, Clerk , Finance , Manual Reporting ,3.9,Advanced,04/10/2025,04/15/2025,7,12,11,NA,71,NA,No,No,N,1,1,Instructor-led,Upper-Middle,Dropped,No,Needs support,15.9
L0302,Learner_302, UNITED STATES ,Asia,Analyst,Government,Excel,1.9,Intermediate,2025-06-18,24 Jun 2025,5,10.3,33,67,31,83.15,1,N,1,FALSE,FALSE,Hybrid,High,Completed,FALSE,Good progress,24.2
L0303,Learner_303, Australia ,South America,Consultant,Finance,Excel,2.6,Beginner,12-07-2025,07/12/2025,6,14.1,24,54,23,77.05,Y,Yes,N,0,N,Self-paced,Lower-Middle,Completed,Y,Fast learner,15.9
L0304,Learner_304,FRANCE,Africa, Manager ,Finance,spreadsheet,0.4,Beginner,2025-11-02,04 Nov 2025,10,17.1,26,57,44,58.55,Yes,Y,Y,TRUE,0,Instructor-led,Upper-Middle,In Progress,No,NA,14.1
L0305,Learner_305,China,Asia,Student,Tech,MS Excel,5.3,Intermediate,26 Jun 2025,2025-06-29,4,11.8,20,95,73,80.9,FALSE,Y,0,1,1,Self-paced,Low,In Progress,FALSE,Needs support,16.5
L0306,Learner_306,SWITZERLAND,South America,Manager,Tech,spreadsheet,5.9,Beginner,20-07-2025,21-07-2025,6,14.1,14,98,29,71.05,FALSE,Yes,Yes,N,Y,Instructor-led,High, Completed ,Y,Good progress,19.7
L0307,Learner_307, united kingdom ,Europe, Analyst ,Tech, excel ,5.8,Intermediate,06 Jul 2025,06-07-2025,5,10.2,10,84,63,68.1,Y,Y,1,1,FALSE,Self-paced,Upper-Middle,Completed,TRUE,Struggling,24.9
L0308,Learner_308,united states,North America,Clerk,Retail,excel,9,Beginner,02/04/2025,2025-02-11,9,9.4,32,62,72,95.7,Yes,FALSE,1,1,1,Instructor-led,Low,In Progress,Yes,Fast learner,24.2
L0309,Learner_309, germany ,Oceania, Analyst , Retail ,power bi,4.3,Intermediate,21-06-2025,2025-06-24,3,10.1,16,69,28,92.05,FALSE,TRUE,1,FALSE,FALSE,Hybrid,Low, Dropped ,No,Struggling,21.8
L0310,Learner_310,Switzerland,Asia, Student ,Retail,Spreadsheet,2.4,Beginner,22 Dec 2025,2025-12-28,7,17.3,21,NA,24,78.65,1,TRUE,TRUE,TRUE,N,Self-paced,High, Completed ,1,Good progress,19.7
L0311,Learner_311,singapore,South America,Student, Tech , power bi ,5.1,Beginner,12/02/2025,06 Dec 2025,12,18.2,21,74,20,NA,FALSE,FALSE,N,Y,Y,Self-paced,Low, Dropped ,Y,Struggling,20.4
L0312,Learner_312,Switzerland,Africa,Student,Finance, excel ,0.7,Intermediate,2025-04-24,28-04-2025,4,7.5,39,86,64,93.75,N,No,Yes,TRUE,0,Hybrid,Lower-Middle, Completed ,Yes,Needs support,19.7
L0313,Learner_313,France,South America, Engineer ,Healthcare,Spreadsheet,6.6,Intermediate,26 Sep 2025,10/05/2025,6,12.7,25,56,24,80.35,No,TRUE,1,Yes,No,Hybrid,Lower-Middle, Dropped ,Y,Needs support,14.1
L0314,Learner_314, UNITED STATES ,South America,Student,Education,Power BI,7.3,Beginner,2025-02-07,2025-02-17,5,13.8,21,60,35,65.9,Yes,FALSE,FALSE,1,0,Self-paced,Lower-Middle,Dropped,0,NA,24.2
L0315,Learner_315, singapore ,Oceania,Analyst, Education ,Google Sheets,2.2,Beginner,09/30/2025,07-10-2025,9,6.3,33,98,50,NA,TRUE,Y,Yes,No,TRUE,Self-paced,High,In Progress,FALSE,NA,20.4
L0316,Learner_316, Netherlands ,Asia,Engineer, Tech ,MS Excel,1.9,Beginner,08-07-2025,13-07-2025,5,13,10,97,29,86.5,0,FALSE,Yes,Yes,0,Self-paced,High,Completed,Y,Needs support,13.4
L0317,Learner_317,Netherlands,Asia,Student, Retail , SpreadSheet ,8.7,Beginner,22 Jan 2025,NA,2,10.3,18,83,49,83.15,Y,1,1,Y,FALSE,Self-paced,Upper-Middle,Completed,N,Good progress,13.4
L0318,Learner_318, DENMARK ,North America, Manager , Tech , SpreadSheet ,2.9,Beginner,06/28/2025,2025-07-02,4,4.8,34,47,76,67.4,Yes,No,FALSE,Yes,0,Hybrid,High, In Progress ,Y,Fast learner,23.5
L0319,Learner_319,singapore,North America, Clerk , Healthcare , spreadsheet ,9.9,Beginner,2025-02-26,2025-03-06,3,14.9,37,NA,21,91.45,Y,No,Yes,N,Y,Self-paced,Lower-Middle,Dropped,No,Fast learner,20.4
L0320,Learner_320, BRAZIL ,North America,Student,Retail, Manual Reporting ,7.3,Beginner,05 Nov 2025,11/15/2025,6,9.9,14,50,53,67.95,1,Yes,No,TRUE,Yes,Instructor-led,Upper-Middle,Completed,FALSE,Good progress,8.9
L0321,Learner_321,Brazil,North America,Student,Finance,power bi,9.3,Beginner,2025-08-23,02-09-2025,1,6,38,50,77,57,1,FALSE,No,1,N,Instructor-led,High,Completed,TRUE,Needs support,8.9
L0322,Learner_322,Norway,North America, Clerk ,Healthcare,Manual Reporting,7.5,Beginner,2025-12-31,01/03/2026,6,20.5,38,NA,58,81.25,No,1,No,Y,1,Self-paced,Upper-Middle,In Progress,FALSE,Fast learner,22.1
L0323,Learner_323,united kingdom,Asia,Consultant,Government,google sheets,3.2,Beginner,03/05/2025,13 Mar 2025,3,15.2,26,44,54,81.6,FALSE,1,Y,Yes,N,Hybrid,Lower-Middle,In Progress,FALSE,NA,24.9
L0324,Learner_324,Canada,Africa, Analyst , Government , Power BI ,3.8,Beginner,20 Oct 2025,26 Oct 2025,6,16.7,7,44,55,100,No,No,0,0,FALSE,Instructor-led,High, Completed ,Yes,NA,17.2
L0325,Learner_325, Ireland ,Europe, Clerk ,Retail,spreadsheet,0.3,Intermediate,2025-10-18,21-10-2025,7,12.6,30,99,25,75.3,Y,FALSE,N,1,FALSE,Instructor-led,High,Completed,1,Good progress,25.8
L0326,Learner_326,united states,Europe, Analyst ,Finance,SpreadSheet,8.9,Beginner,2025-01-12,NA,6,2.4,24,84,65,79.2,No,TRUE,TRUE,0,N,Self-paced,Upper-Middle, In Progress ,0,Struggling,24.2
L0327,Learner_327,Nigeria,Africa, Engineer ,Finance, google sheets ,5.2,Advanced,25 Apr 2025,25-04-2025,10,9.4,29,72,28,87.7,N,No,No,N,FALSE,Hybrid,Upper-Middle, In Progress ,1,NA,4.1
L0328,Learner_328,United States,Europe, Student ,Tech,Google Sheets,3.4,Beginner,09 Jun 2025,2025-06-15,4,6.1,33,75,76,82.05,Yes,No,0,FALSE,TRUE,Instructor-led,Low,Completed,FALSE,Good progress,24.2
L0329,Learner_329,norway,Europe,Student,Finance,MS Excel,8.1,Intermediate,2025-10-19,2025-10-22,5,10.1,29,58,68,83.05,TRUE,Y,Yes,Y,Yes,Self-paced,Lower-Middle,In Progress,TRUE,NA,22.1
L0330,Learner_330,INDONESIA,Asia,Clerk, Finance , Power BI ,7.9,Beginner,2025-01-22,27-01-2025,8,13.1,25,86,51,100,N,No,0,FALSE,1,Self-paced,Low,In Progress,N,NA,6.8
L0331,Learner_331,china,Europe, Analyst , Healthcare ,Excel,7.8,Beginner,05/29/2025,2025-06-02,8,14.1,34,68,39,84.05,Yes,FALSE,0,0,No,Instructor-led,High,Completed,Y,Fast learner,16.5
L0332,Learner_332,Norway,North America, Clerk ,Tech, Excel ,5.3,Beginner,2025-01-10,01/18/2025,3,12.3,11,87,73,75.15,1,1,N,0,TRUE,Self-paced,High,Completed,No,NA,22.1
L0333,Learner_333,france,Asia,Analyst,Tech, Manual Reporting ,1.1,Intermediate,2025-07-18,2025-07-22,10,6.3,45,59,75,76.15,N,N,Yes,Y,1,Instructor-led,High,Paused,N,Struggling,14.1
L0333,Learner_334,netherlands,Oceania, Student , Education ,Spreadsheet,8.9,Beginner,2025-04-08,08 Apr 2025,2,14.3,13,55,21,NA,N,0,No,FALSE,TRUE,Self-paced,High, In Progress ,N,Fast learner,13.4
L0335,Learner_335, Norway ,Oceania,Clerk,Government, Manual Reporting ,1.3,Beginner,18-03-2025,20 Mar 2025,4,9,21,91,30,56.5,No,TRUE,1,Y,FALSE,Hybrid,Lower-Middle,In Progress,TRUE,Struggling,22.1
L0336,Learner_336,SWITZERLAND,Asia, Engineer ,Education,Google Sheets,8.3,Beginner,02/25/2025,03/07/2025,2,3.6,12,55,64,63.8,Y,N,Y,FALSE,N,Instructor-led,Lower-Middle,In Progress,TRUE,Needs support,19.7
L0337,Learner_337,canada,Oceania, Analyst , Retail ,Spreadsheet,5.5,Beginner,2025-01-01,2025-01-08,10,6.4,40,86,61,92.2,TRUE,Y,Yes,FALSE,No,Self-paced,Upper-Middle,Completed,N,NA,17.2
L0338,Learner_338, CHINA ,North America,Analyst,Finance,Spreadsheet,5.6,Beginner,02/11/2025,17 Feb 2025,5,15.2,43,88,60,97.6,0,N,N,TRUE,Yes,Hybrid,Lower-Middle, Completed ,N,Struggling,16.5
L0339,Learner_339, CHINA ,Africa,Student, Government , google sheets ,7.3,Intermediate,2025-01-21,01/24/2025,9,13.2,9,99,72,75.6,Yes,1,Yes,TRUE,1,Instructor-led,Lower-Middle,In Progress,No,Good progress,16.5
L0340,Learner_340,nigeria,Africa,Manager,Tech, MS Excel ,3.9,Intermediate,2025-02-13,18 Feb 2025,8,8.8,21,89,54,58.4,Yes,No,TRUE,1,TRUE,Instructor-led,Lower-Middle, Completed ,Y,Needs support,4.1
L0341,Learner_341,GERMANY,Asia,Consultant, Government ,SpreadSheet,8.1,Beginner,21-05-2025,NA,2,-2.9,21,45,33,67.55,Y,1,0,No,Yes,Instructor-led,Low,In Progress,0,Good progress,21.8
L0342,Learner_342, ireland ,Oceania,Manager, Healthcare ,Manual Reporting,8.5,Beginner,2025-03-03,09 Mar 2025,5,14.4,36,48,53,81.2,0,Yes,Yes,No,Y,Self-paced,Upper-Middle,In Progress,TRUE,Fast learner,25.8
L0343,Learner_343,Japan,Asia,Consultant, Tech ,power bi,7.9,Beginner,01 Jan 2026,11-01-2026,1,14.3,9,62,58,67.15,Yes,TRUE,TRUE,Y,No,Instructor-led,Lower-Middle,Completed,N,Good progress,17.9
L0344,Learner_344,denmark,Africa,Clerk,Retail,Excel,4.2,Beginner,2025-08-23,NA,6,11.3,25,47,39,NA,TRUE,TRUE,Yes,0,N,Hybrid,High,Completed,N,Needs support,23.5
L0345,Learner_345,Switzerland,Oceania, Manager ,Finance,Manual Reporting,1.7,Intermediate,20 Mar 2025,03/20/2025,6,9,42,81,34,85.5,0,Y,FALSE,0,1,Self-paced,Lower-Middle,Completed,FALSE,Needs support,19.7
L0346,Learner_346,SINGAPORE,South America,Engineer,Tech, SpreadSheet ,7.2,Beginner,06-09-2025,2025-09-13,3,6.3,16,48,36,98.15,No,No,N,TRUE,TRUE,Self-paced,Upper-Middle,In Progress,1,Needs support,20.4
L0347,Learner_347, Nigeria ,Europe,Consultant, Government ,Spreadsheet,0.9,Beginner,27-12-2025,2026-01-06,5,9.7,21,97,76,100,Y,Yes,Y,N,Y,Hybrid,High, Completed ,TRUE,Struggling,4.1
L0348,Learner_348, Singapore ,South America, Student , Tech ,MS Excel,0.6,Intermediate,29 Mar 2025,2025-03-30,12,10.5,35,70,72,78.25,0,N,FALSE,TRUE,Y,Instructor-led,Low, Paused ,0,NA,20.4
L0349,Learner_349, DENMARK ,Oceania,Analyst, Healthcare ,Power BI,0.2,Beginner,16 Jan 2025,19 Jan 2025,4,8.3,17,49,62,76.15,Y,N,1,0,FALSE,Hybrid,Upper-Middle, Dropped ,No,Struggling,23.5
L0350,Learner_350, China ,South America, Consultant ,Tech,excel,6.5,Beginner,12/12/2025,12/15/2025,10,7.8,9,NA,46,53.9,Y,TRUE,Y,0,1,Instructor-led,High,Completed,Yes,NA,16.5
L0351,Learner_351, Ireland ,Europe,Analyst,Government, MS Excel ,6.9,Beginner,08/06/2025,08/07/2025,12,16.3,22,70,58,90.15,FALSE,N,Y,Yes,Yes,Self-paced,Upper-Middle,Completed,Y,NA,25.8
L0352,Learner_352,Mexico,Europe,Analyst,Education, Power BI ,1.9,Advanced,31-07-2025,02 Aug 2025,5,9.9,43,99,73,100,1,0,FALSE,1,Y,Self-paced,High,In Progress,FALSE,Needs support,7.6
